"","tested","kBET.pvalue.test","kBET.pvalue.null"
"1",1,0.00776210043819858,0.548413819333147
"2",1,4.6650277196747e-08,0.46444149407963
"3",1,0.000323456018271995,0.507817071289317
"4",1,0.0462913629405134,0.582634707695015
"5",1,0.0126555280119606,0.676384415836663
"6",1,0.004211012154962,0.627706166791818
"7",1,8.123924783765e-05,0.672652552371451
"8",1,0.802894109944919,0.851447405355931
"9",1,9.9334690950581e-07,0.308298323043096
"10",1,0.230954742531117,0.504292358939035
"11",1,0.0287674538412968,0.491583128790665
"12",1,5.53791542279303e-06,0.457500324112066
"13",1,0.000160128192870368,0.484108039550444
"14",1,0.00735936024767581,0.426930050254197
"15",1,0.413461574966554,0.482770025828642
"16",1,0.00377740939885807,0.48028661369551
"17",1,2.96423157986059e-06,0.471428057653869
"18",1,0.212029936921409,0.788185263405796
"19",1,0.00956346014758347,0.772097776772038
"20",1,0.0781483973692334,0.724061986068898
"21",1,2.38604157376532e-06,0.670975286808649
"22",1,1.00770450428556e-07,0.341718082040731
"23",1,5.08482145278322e-14,0.441961468273481
"24",1,2.39419003154051e-05,0.301769408096494
"25",1,0.00910430486060232,0.494431765394392
"26",1,0.324717435454341,0.651526163710693
"27",1,0.0827918500286562,0.707072454084819
"28",1,0.0793047351928909,0.606133780996237
"29",1,1.41075823245629e-08,0.503648528325635
"30",1,0.00258835846871441,0.514883995982503
"31",1,0.0378706122977114,0.72873111263495
"32",1,0.00872891032745149,0.412748248124574
"33",1,6.32040167980463e-08,0.451256584190289
"34",1,0.211254355887139,0.386420039027863
"35",1,0.815832606578242,0.474949716117569
"36",1,3.44872882265257e-05,0.540539757977105
"37",1,1.71186323399963e-05,0.290049851691582
"38",1,0.000231707256855618,0.291046356157972
"39",1,0.0258505535442879,0.567489691138801
"40",1,1.15603637773631e-10,0.296908460881434
"41",1,0.0639158292511216,0.375397297656062
"42",1,5.98661220585495e-06,0.706655621512268
"43",1,5.25913969706693e-07,0.460385187489459
"44",1,0.00104187330353733,0.521867573462644
"45",1,0.121019494170539,0.558244420262684
"46",1,0.129844994803801,0.649264457144158
"47",1,0.000456075332516681,0.441787877487753
"48",1,0.00112268768116353,0.314071064905347
"49",1,0.010925923499272,0.619699747221778
"50",1,1.06124229948268e-06,0.473667879844203
"51",1,0.823638118042897,0.403214377916553
"52",1,0.000138794776517903,0.533751104611669
"53",1,2.82830425746283e-11,0.573180560755681
"54",1,7.20514083951684e-08,0.516813269057397
"55",1,0.000893291260892215,0.426440244111354
"56",1,0.00550382698253604,0.36071990974231
"57",1,2.36307973189298e-10,0.576816375782437
"58",1,0.469846677185949,0.610966449687342
"59",1,0.00212181876908701,0.624547931749434
"60",1,0.00244745567744487,0.495448035922421
"61",1,0.00155265385864334,0.296529406262596
"62",1,0.000328191766985508,0.424904028795086
"63",1,1.32448230161231e-09,0.346164231937469
"64",1,4.91415841352705e-09,0.500840035975961
