"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0293533333333333,0.75514,0
"2.5%",0.026075,0.740225,0
"50%",0.0293333333333333,0.7545,0
"97.5%",0.032775,0.777325,0
