"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0116666666666667,0.7132,0
"2.5%",0.00933333333333333,0.68545,0
"50%",0.0116666666666667,0.7135,0
"97.5%",0.0145916666666667,0.731775,0
