"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0118533333333333,0.8441,0
"2.5%",0.00948333333333333,0.830225,0
"50%",0.012,0.843,0
"97.5%",0.0142583333333333,0.861,0
