"","kBET.expected","kBET.observed","kBET.signif"
"1",0.053,0.903,0
"2",0.0586666666666667,0.911,0
"3",0.0573333333333333,0.899,0
"4",0.0596666666666667,0.896,0
"5",0.0543333333333333,0.909,0
"6",0.0583333333333333,0.907,0
"7",0.058,0.904,0
"8",0.0596666666666667,0.909,0
"9",0.06,0.903,0
"10",0.057,0.902,0
"11",0.058,0.907,0
"12",0.056,0.903,0
"13",0.0573333333333333,0.916,0
"14",0.0603333333333333,0.91,0
"15",0.0566666666666667,0.919,0
"16",0.054,0.91,0
"17",0.0623333333333333,0.895,0
"18",0.0613333333333333,0.915,0
"19",0.055,0.902,0
"20",0.053,0.905,0
"21",0.055,0.902,0
"22",0.0506666666666667,0.906,0
"23",0.0603333333333333,0.902,0
"24",0.0543333333333333,0.899,0
"25",0.059,0.908,0
"26",0.0543333333333333,0.903,0
"27",0.056,0.901,0
"28",0.056,0.904,0
"29",0.0583333333333333,0.913,0
"30",0.053,0.9,0
"31",0.0546666666666667,0.904,0
"32",0.055,0.92,0
"33",0.0586666666666667,0.903,0
"34",0.056,0.902,0
"35",0.0583333333333333,0.897,0
"36",0.0493333333333333,0.916,0
"37",0.0563333333333333,0.898,0
"38",0.0583333333333333,0.898,0
"39",0.0566666666666667,0.894,0
"40",0.052,0.901,0
"41",0.0576666666666667,0.912,0
"42",0.053,0.903,0
"43",0.058,0.902,0
"44",0.0536666666666667,0.896,0
"45",0.0586666666666667,0.901,0
"46",0.0536666666666667,0.91,0
"47",0.0596666666666667,0.905,0
"48",0.0586666666666667,0.899,0
"49",0.0556666666666667,0.902,0
"50",0.0586666666666667,0.903,0
