"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0388635416666667,0.76203125,0
"2.5%",0.0371239583333333,0.755684375,0
"50%",0.0388541666666667,0.761375,0
"97.5%",0.040709375,0.7704375,0
