"","kBET.expected","kBET.observed","kBET.signif"
"1",0,0.803,0
"2",0,0.797,0
"3",0.000333333333333333,0.779,0
"4",0.000333333333333333,0.8,0
"5",0.000333333333333333,0.791,0
"6",0,0.789,0
"7",0,0.78,0
"8",0,0.787,0
"9",0.000333333333333333,0.788,0
"10",0.000333333333333333,0.798,0
"11",0.000333333333333333,0.791,0
"12",0.000333333333333333,0.799,0
"13",0.000333333333333333,0.785,0
"14",0.000333333333333333,0.784,0
"15",0.000333333333333333,0.778,0
"16",0.000333333333333333,0.807,0
"17",0,0.789,0
"18",0,0.776,0
"19",0.000333333333333333,0.8,0
"20",0.000333333333333333,0.769,0
"21",0,0.799,0
"22",0.000333333333333333,0.778,0
"23",0,0.787,0
"24",0,0.779,0
"25",0.000333333333333333,0.782,0
"26",0.000333333333333333,0.795,0
"27",0,0.777,0
"28",0,0.777,0
"29",0.000333333333333333,0.787,0
"30",0.000333333333333333,0.794,0
"31",0.000333333333333333,0.787,0
"32",0,0.789,0
"33",0.000333333333333333,0.798,0
"34",0.000333333333333333,0.778,0
"35",0,0.781,0
"36",0,0.795,0
"37",0.000333333333333333,0.779,0
"38",0.000333333333333333,0.789,0
"39",0,0.788,0
"40",0,0.78,0
"41",0.000333333333333333,0.776,0
"42",0,0.788,0
"43",0,0.802,0
"44",0,0.796,0
"45",0.000333333333333333,0.787,0
"46",0.000333333333333333,0.808,0
"47",0.000333333333333333,0.785,0
"48",0,0.794,0
"49",0.000333333333333333,0.787,0
"50",0,0.804,0
