"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.00279333333333333,0.93588,0
"2.5%",0.00166666666666667,0.926225,0
"50%",0.00266666666666667,0.936,0
"97.5%",0.00425833333333333,0.944775,0
