"","kBET.expected","kBET.observed","kBET.signif"
"1",0.024,0.858,0
"2",0.0203333333333333,0.843,0
"3",0.0243333333333333,0.868,0
"4",0.0243333333333333,0.864,0
"5",0.023,0.855,0
"6",0.0246666666666667,0.856,0
"7",0.0233333333333333,0.864,0
"8",0.022,0.846,0
"9",0.022,0.866,0
"10",0.0223333333333333,0.853,0
"11",0.0206666666666667,0.863,0
"12",0.0193333333333333,0.851,0
"13",0.0246666666666667,0.861,0
"14",0.022,0.861,0
"15",0.026,0.87,0
"16",0.023,0.841,0
"17",0.0263333333333333,0.858,0
"18",0.0266666666666667,0.86,0
"19",0.02,0.848,0
"20",0.0226666666666667,0.847,0
"21",0.0216666666666667,0.858,0
"22",0.0236666666666667,0.871,0
"23",0.0226666666666667,0.863,0
"24",0.0236666666666667,0.867,0
"25",0.0226666666666667,0.869,0
"26",0.023,0.853,0
"27",0.0236666666666667,0.85,0
"28",0.0246666666666667,0.861,0
"29",0.025,0.85,0
"30",0.0243333333333333,0.867,0
"31",0.0226666666666667,0.855,0
"32",0.021,0.865,0
"33",0.023,0.858,0
"34",0.025,0.869,0
"35",0.024,0.867,0
"36",0.0233333333333333,0.854,0
"37",0.0203333333333333,0.85,0
"38",0.0226666666666667,0.872,0
"39",0.0243333333333333,0.859,0
"40",0.021,0.867,0
"41",0.0233333333333333,0.859,0
"42",0.0226666666666667,0.861,0
"43",0.0236666666666667,0.851,0
"44",0.022,0.873,0
"45",0.0216666666666667,0.859,0
"46",0.0233333333333333,0.849,0
"47",0.0216666666666667,0.853,0
"48",0.0213333333333333,0.849,0
"49",0.024,0.87,0
"50",0.0226666666666667,0.852,0
