"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.00936,0.6641,0
"2.5%",0.00766666666666667,0.6418,0
"50%",0.00933333333333333,0.6645,0
"97.5%",0.0115916666666667,0.67955,0
