"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.00234666666666667,0.86484,0
"2.5%",0.000741666666666667,0.848125,0
"50%",0.00233333333333333,0.8655,0
"97.5%",0.00359166666666667,0.877775,0
