"","tested","kBET.pvalue.test","kBET.pvalue.null"
"1",1,0.0220775642924171,0.959417695872352
"2",1,0.135953570108066,0.680748607921951
"3",1,0.0265828736120729,0.700026310084712
"4",1,7.32747196252603e-15,0.594205381733585
"5",1,0.168815580832101,0.602899667741997
"6",1,0.0153938797684061,0.618039385629078
"7",1,4.31276441226203e-07,0.530976379960874
"8",1,7.64355734261812e-09,0.798633766534978
"9",1,0.0182477059943548,0.793037728331046
"10",1,8.96776922221232e-06,0.560358982960644
"11",1,2.21089155205689e-07,0.927630517742325
"12",1,2.45470310744622e-11,0.735712951656454
"13",1,0.449706672835285,0.581425313480648
"14",1,0.0176109942666188,0.289078793580669
"15",1,0,0.824647817118628
"16",1,4.21013439666496e-08,0.771682176858732
"17",1,0.23526908199792,0.780325696127447
"18",1,5.0315529520617e-11,0.818911664265876
"19",1,0,0.868468060587502
"20",1,1.30883281224126e-06,0.909014259286468
"21",1,0,0.514027733686176
"22",1,5.32800692454316e-10,0.652929510765942
"23",1,0.0540511075473671,0.750645602074693
"24",1,5.80848236553244e-06,0.667993482863047
"25",1,2.07943218200057e-10,0.881824188448509
"26",1,0.0269556556424571,0.438678889251642
"27",1,0.638875563383289,0.500438816743858
"28",1,4.50639525695351e-13,0.720172499690461
"29",1,9.20580259733406e-06,0.867495570979106
"30",1,0.0026068316529777,0.843918918146351
"31",1,3.04176557768265e-05,0.7463666669832
"32",1,4.10782519111308e-15,0.58857226784771
"33",1,0.000268766555330258,0.667103792360613
"34",1,0.000382123870210305,0.688035907489302
"35",1,0,0.895405704867486
"36",1,9.13705966443246e-08,0.836140305312117
"37",1,1.03882460300575e-07,0.596506898087148
"38",1,5.81817971578857e-09,0.612300508723568
"39",1,0,0.754540474850149
"40",1,1.6806224079069e-08,0.490109116944064
"41",1,0,0.744514012774101
"42",1,1.77352987461576e-05,0.73838164787864
"43",1,2.50759113007426e-06,0.802710693459173
"44",1,1.13348401775681e-08,0.690610053902699
"45",1,0.00927605956764421,0.532760895743758
"46",1,0,0.857999006074935
"47",1,5.7788939333836e-07,0.821233322978018
"48",1,0,0.409675752834175
"49",1,5.69544411632705e-14,0.750600343092962
"50",1,0,0.526201649191343
"51",1,4.44089209850063e-16,0.571499179830252
"52",1,0.0193013669883082,0.890448585479767
"53",1,0.653383968052113,0.620186547832691
"54",1,2.48364129262768e-07,0.465733394426087
"55",1,0.0565230256785209,0.706674126016841
"56",1,5.65214541836667e-13,0.776567151438312
"57",1,1.9871313463149e-05,0.834182108658326
"58",1,1.116302605908e-10,0.693847163590063
"59",1,0.665656082889197,0.544997889044985
"60",1,1.2221303968829e-09,0.642206229568914
"61",1,0,0.575409190063363
"62",1,0.0114320605550927,0.897236163204432
"63",1,6.7612582199672e-14,0.495053476860685
"64",1,0.00508477382328543,0.637201924730641
"65",1,1.7204581093111e-06,0.551859488864237
"66",1,3.01756508669371e-10,0.638411522362866
"67",1,0.175493296871203,0.52969964086083
"68",1,9.46935682089034e-08,0.661785005632624
"69",1,8.38187022011994e-08,0.728841904532226
"70",1,4.84057238736568e-14,0.294036861926578
"71",1,0.000194395160659333,0.53864569915473
"72",1,7.80086098495225e-07,0.510998987901343
"73",1,0,0.753362314690301
"74",1,2.36045627488579e-11,0.439323328973733
"75",1,0,0.793264432494729
"76",1,0.00211902018764476,0.787182370275655
"77",1,0,0.723188549517259
"78",1,0.0511355815963923,0.802539820990528
"79",1,0.0429603939725083,0.515662012457691
"80",1,5.55111512312578e-16,0.62215456643732
"81",1,0.0576180817318904,0.653322379620973
"82",1,6.20178078784006e-05,0.777093082156905
"83",1,0.965299800380132,0.752915675099256
"84",1,4.42241710507663e-06,0.717770109068042
"85",1,0.000145153347743565,0.828357881454759
"86",1,0,0.724066699900728
"87",1,0.150006960406805,0.651129529263191
"88",1,2.1957679519069e-07,0.841132703524825
"89",1,0.000379671086720546,0.47732271033728
"90",1,1.1546320677347e-08,0.76255882064678
"91",1,0,0.736481600265178
"92",1,0.000632895864241312,0.599701469870077
"93",1,1.51468393383425e-10,0.75420180677974
"94",1,0.0203880859302344,0.533997600070437
"95",1,0.00153743992274369,0.869680351058188
"96",1,3.50658591052877e-08,0.792833015365668
"97",1,3.38462591287225e-12,0.922565404029216
"98",1,0.0012744864023807,0.714460865180231
"99",1,3.77475828372553e-15,0.736106058052873
"100",1,0.000242710967403248,0.544875538925883
"101",1,7.50747142119756e-07,0.604284310852527
"102",1,7.67773400928151e-05,0.855823669727656
"103",1,0.342065572409311,0.661721438603915
"104",1,0.00828089449551506,0.69297644159138
"105",1,1.61955570066041e-07,0.807250912140221
"106",1,0.0331844852769672,0.581631833007439
"107",1,0,0.429817608609118
"108",1,0.0256897025921115,0.857994850301152
"109",1,4.01265976390786e-06,0.645452292779804
"110",1,0,0.521606375389685
"111",1,0.216408512254574,0.603685124081701
"112",1,5.71386271630558e-11,0.754992946018778
"113",1,1.13242748511766e-14,0.535842608382882
"114",1,2.55351295663786e-14,0.844368347579824
"115",1,4.03678201976732e-11,0.650280478348476
"116",1,1.86649574814846e-05,0.763274615260971
"117",1,0.000159486637329898,0.690953782126872
"118",1,1.06027666646469e-08,0.575005641028426
"119",1,2.29908971195458e-05,0.705101971861263
"120",1,0,0.821472074513755
"121",1,0.0276706757848761,0.868818200373365
"122",1,0.00128817618969512,0.725073947758933
"123",1,0.53352670719388,0.715189211220555
"124",1,0,0.636513944081561
"125",1,0.000477141379669144,0.82323350547812
"126",1,1.32243893613548e-09,0.531972077025263
"127",1,0.103263962552523,0.706919566924921
"128",1,0.0485750446695644,0.769685552637964
"129",1,0.0253242743328802,0.560886025131117
"130",1,0,0.760287528714386
"131",1,0,0.899670204883644
"132",1,1.11022302462516e-16,0.553298939569887
"133",1,0,0.581811234834423
"134",1,0,0.659554346938191
"135",1,0.00231538343863635,0.698256572549408
"136",1,0,0.82153067034474
"137",1,2.59861576701326e-10,0.768074439114188
"138",1,2.77555756156289e-15,0.55478636812803
"139",1,2.58844435885308e-08,0.709843335176082
"140",1,0.0720277195525455,0.888342402443116
"141",1,1.83150936639009e-08,0.891854311074948
"142",1,1.33491367959593e-08,0.7626359116372
"143",1,1.73345247120871e-05,0.552749915348769
"144",1,1.66533453693773e-15,0.877944586744804
"145",1,1.15725157234792e-08,0.790487504201692
"146",1,2.64116029535799e-06,0.486480963579915
"147",1,0.00551690054353626,0.527490397426565
"148",1,0.241686993039526,0.791098935065828
"149",1,1.71122005454549e-11,0.803461216214387
"150",1,1.43088542403635e-06,0.799724605427666
"151",1,0.00023093406621888,0.875696570537269
"152",1,8.55848134195814e-06,0.659237088492005
"153",1,1.11022302462516e-16,0.495070298894814
"154",1,0.000410736432120196,0.85986860410669
"155",1,1.53810297831569e-12,0.76558331351584
"156",1,2.40341080370854e-12,0.683848765943317
"157",1,0,0.74691993017229
"158",1,1.99595895367111e-11,0.731623701228704
"159",1,0.000867466939938111,0.637952521084128
"160",1,7.94662115000122e-07,0.710212251368814
"161",1,0.0110855554911465,0.774020447735291
"162",1,0.00378168397686873,0.907787055111977
"163",1,3.3919554378592e-06,0.789079362275807
"164",1,2.06367660626761e-07,0.770835157267005
"165",1,4.81460968015934e-05,0.706902767872406
"166",1,0.100066637996652,0.980173151137929
"167",1,2.53644564351951e-07,0.805643517761751
"168",1,4.93989559688934e-05,0.589641548113438
"169",1,0,0.727229169797062
"170",1,0.114747205684599,0.846266332710608
"171",1,0.1450239220798,0.87184313604514
"172",1,4.33692247431283e-05,0.534335889916466
"173",1,0.000984662572908412,0.659822413976263
"174",1,0.0176154078952389,0.868906580164633
"175",1,0.0346249824800738,0.569271905396625
"176",1,0.000697146383035641,0.571904380220942
"177",1,2.12052597703405e-14,0.727656712001495
"178",1,0.0502961977188252,0.852579374016318
"179",1,0,0.633989343546293
"180",1,0.107845853708624,0.696029268104111
"181",1,0,0.808529283002274
"182",1,2.93050860245003e-08,0.386603498369635
"183",1,2.22287044326919e-09,0.677989566674027
"184",1,0.00261948449391525,0.491729157766074
"185",1,1.13838326543103e-08,0.494379302215246
"186",1,1.03006492224722e-12,0.595073792880384
"187",1,0.229170981738069,0.688658203841213
"188",1,4.21545830213699e-05,0.593612726738106
"189",1,0.00014026768648856,0.714350618581129
"190",1,5.57553558877544e-10,0.516904796510616
"191",1,3.9213242970515e-06,0.595705852213751
"192",1,0,0.493841875801836
"193",1,2.23361329432237e-11,0.485984902353414
"194",1,0.0535139068187291,0.915279966198419
"195",1,5.03087596470664e-07,0.848454025622753
"196",1,1.98891125791079e-10,0.740237716701603
"197",1,1.7281409636638e-10,0.585066813586617
"198",1,1.94055817334116e-05,0.706898742170932
"199",1,0.278380686892305,0.592368507861768
"200",1,1.24397195027104e-05,0.630462959745488
