"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0222133333333333,0.99288,0
"2.5%",0.0196666666666667,0.990225,0
"50%",0.0218333333333333,0.993,0
"97.5%",0.026775,0.996,0
