"","kBET.expected","kBET.observed","kBET.signif"
"1",0.009,0.839,0
"2",0.013,0.841,0
"3",0.0116666666666667,0.845,0
"4",0.0123333333333333,0.847,0
"5",0.0113333333333333,0.853,0
"6",0.012,0.837,0
"7",0.012,0.856,0
"8",0.0103333333333333,0.831,0
"9",0.011,0.844,0
"10",0.0116666666666667,0.844,0
"11",0.014,0.849,0
"12",0.0136666666666667,0.855,0
"13",0.0133333333333333,0.865,0
"14",0.0123333333333333,0.861,0
"15",0.0106666666666667,0.831,0
"16",0.0103333333333333,0.842,0
"17",0.0133333333333333,0.854,0
"18",0.011,0.849,0
"19",0.0106666666666667,0.846,0
"20",0.011,0.841,0
"21",0.0126666666666667,0.836,0
"22",0.0116666666666667,0.83,0
"23",0.0126666666666667,0.861,0
"24",0.012,0.848,0
"25",0.0136666666666667,0.846,0
"26",0.00933333333333333,0.829,0
"27",0.011,0.84,0
"28",0.0103333333333333,0.855,0
"29",0.011,0.844,0
"30",0.01,0.837,0
"31",0.0103333333333333,0.836,0
"32",0.012,0.851,0
"33",0.011,0.841,0
"34",0.0126666666666667,0.84,0
"35",0.013,0.844,0
"36",0.0106666666666667,0.839,0
"37",0.0103333333333333,0.839,0
"38",0.0126666666666667,0.837,0
"39",0.0123333333333333,0.851,0
"40",0.0116666666666667,0.843,0
"41",0.013,0.841,0
"42",0.0103333333333333,0.846,0
"43",0.0126666666666667,0.842,0
"44",0.0143333333333333,0.841,0
"45",0.0133333333333333,0.839,0
"46",0.012,0.847,0
"47",0.0113333333333333,0.841,0
"48",0.013,0.843,0
"49",0.0126666666666667,0.845,0
"50",0.0143333333333333,0.843,0
