"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0648133333333333,0.72016,0
"2.5%",0.0606333333333333,0.701675,0
"50%",0.0646666666666667,0.721,0
"97.5%",0.0682583333333333,0.73855,0
