"","kBET.expected","kBET.observed","kBET.signif"
"1",0.00233333333333333,0.673,0
"2",0.002,0.67,0
"3",0.00233333333333333,0.656,0
"4",0.00166666666666667,0.666,0
"5",0.00133333333333333,0.671,0
"6",0.00133333333333333,0.678,0
"7",0.000666666666666667,0.68,0
"8",0.00233333333333333,0.665,0
"9",0.00166666666666667,0.671,0
"10",0.002,0.656,0
"11",0.00166666666666667,0.656,0
"12",0.00233333333333333,0.649,0
"13",0.003,0.665,0
"14",0.00366666666666667,0.674,0
"15",0.00166666666666667,0.651,0
"16",0.000666666666666667,0.683,0
"17",0.00233333333333333,0.647,0
"18",0.002,0.662,0
"19",0.00233333333333333,0.67,0
"20",0.003,0.674,0
"21",0.002,0.668,0
"22",0.003,0.673,0
"23",0.00333333333333333,0.663,0
"24",0.00233333333333333,0.66,0
"25",0.00233333333333333,0.651,0
"26",0.00266666666666667,0.684,0
"27",0.003,0.672,0
"28",0.00133333333333333,0.675,0
"29",0.002,0.673,0
"30",0.00166666666666667,0.676,0
"31",0.002,0.664,0
"32",0.00266666666666667,0.668,0
"33",0.003,0.664,0
"34",0.002,0.656,0
"35",0.002,0.683,0
"36",0.002,0.662,0
"37",0.00333333333333333,0.651,0
"38",0.003,0.663,0
"39",0.00266666666666667,0.659,0
"40",0.003,0.665,0
"41",0.00266666666666667,0.65,0
"42",0.00266666666666667,0.656,0
"43",0.003,0.677,0
"44",0.00133333333333333,0.674,0
"45",0.00266666666666667,0.668,0
"46",0.00333333333333333,0.664,0
"47",0.00266666666666667,0.66,0
"48",0.00166666666666667,0.663,0
"49",0.003,0.668,0
"50",0.00266666666666667,0.666,0
