"","kBET.expected","kBET.observed","kBET.signif"
"1",0.0113333333333333,0.749,0
"2",0.00866666666666667,0.772,0
"3",0.01,0.793,0
"4",0.00966666666666667,0.748,0
"5",0.0103333333333333,0.765,0
"6",0.00833333333333333,0.767,0
"7",0.00966666666666667,0.764,0
"8",0.00966666666666667,0.751,0
"9",0.0103333333333333,0.773,0
"10",0.0103333333333333,0.762,0
"11",0.00966666666666667,0.762,0
"12",0.00866666666666667,0.765,0
"13",0.0106666666666667,0.746,0
"14",0.0113333333333333,0.762,0
"15",0.009,0.774,0
"16",0.009,0.76,0
"17",0.00933333333333333,0.766,0
"18",0.00933333333333333,0.771,0
"19",0.01,0.754,0
"20",0.009,0.766,0
"21",0.01,0.75,0
"22",0.012,0.76,0
"23",0.00933333333333333,0.771,0
"24",0.00666666666666667,0.771,0
"25",0.0106666666666667,0.75,0
"26",0.0103333333333333,0.766,0
"27",0.00933333333333333,0.76,0
"28",0.009,0.76,0
"29",0.009,0.774,0
"30",0.01,0.767,0
"31",0.0116666666666667,0.77,0
"32",0.008,0.759,0
"33",0.00833333333333333,0.771,0
"34",0.00833333333333333,0.772,0
"35",0.00766666666666667,0.748,0
"36",0.00866666666666667,0.768,0
"37",0.00966666666666667,0.764,0
"38",0.008,0.74,0
"39",0.0106666666666667,0.762,0
"40",0.00833333333333333,0.756,0
"41",0.00966666666666667,0.761,0
"42",0.009,0.758,0
"43",0.0106666666666667,0.754,0
"44",0.00866666666666667,0.749,0
"45",0.00966666666666667,0.753,0
"46",0.0106666666666667,0.757,0
"47",0.00966666666666667,0.763,0
"48",0.00966666666666667,0.766,0
"49",0.0113333333333333,0.764,0
"50",0.007,0.75,0
