"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0400760416666667,0.81303125,0
"2.5%",0.038078125,0.8064875,0
"50%",0.0401875,0.8131875,0
"97.5%",0.0420083333333333,0.819178125,0
