"","kBET.expected","kBET.observed","kBET.signif"
"1",0.007,0.949,0
"2",0.00733333333333333,0.961,0
"3",0.00866666666666667,0.949,0
"4",0.00666666666666667,0.952,0
"5",0.008,0.949,0
"6",0.00666666666666667,0.955,0
"7",0.00633333333333333,0.948,0
"8",0.00833333333333333,0.95,0
"9",0.00766666666666667,0.946,0
"10",0.00766666666666667,0.95,0
"11",0.00733333333333333,0.95,0
"12",0.00733333333333333,0.954,0
"13",0.007,0.956,0
"14",0.00933333333333333,0.95,0
"15",0.00966666666666667,0.958,0
"16",0.00533333333333333,0.949,0
"17",0.00733333333333333,0.943,0
"18",0.00633333333333333,0.946,0
"19",0.00866666666666667,0.95,0
"20",0.00733333333333333,0.948,0
"21",0.00666666666666667,0.949,0
"22",0.00833333333333333,0.947,0
"23",0.00833333333333333,0.957,0
"24",0.00733333333333333,0.942,0
"25",0.005,0.96,0
"26",0.00866666666666667,0.951,0
"27",0.00766666666666667,0.948,0
"28",0.00666666666666667,0.952,0
"29",0.00866666666666667,0.957,0
"30",0.00933333333333333,0.95,0
"31",0.00766666666666667,0.956,0
"32",0.00966666666666667,0.953,0
"33",0.008,0.959,0
"34",0.007,0.96,0
"35",0.00833333333333333,0.956,0
"36",0.008,0.949,0
"37",0.00633333333333333,0.958,0
"38",0.00866666666666667,0.95,0
"39",0.007,0.95,0
"40",0.008,0.955,0
"41",0.008,0.951,0
"42",0.00833333333333333,0.952,0
"43",0.007,0.951,0
"44",0.00733333333333333,0.959,0
"45",0.00633333333333333,0.953,0
"46",0.007,0.95,0
"47",0.006,0.95,0
"48",0.00833333333333333,0.955,0
"49",0.00866666666666667,0.95,0
"50",0.00833333333333333,0.953,0
