"","tested","kBET.pvalue.test","kBET.pvalue.null"
"1",1,0.0118145552828839,0.243608420375801
"2",1,0.03597089611488,0.618395884990516
"3",1,3.00631392851081e-05,0.731107834945143
"4",1,1.29154653283337e-05,0.900311562208901
"5",1,0.00402328700564003,0.572834665171423
"6",1,0.049589612341395,0.291265857397594
"7",1,0.015526900074557,0.569765519588087
"8",1,0.00153514650474407,0.799068895223529
"9",1,0.00513653510685008,0.429274295300157
"10",1,0.110037724199631,0.644342866426982
"11",1,0.119484893640076,0.6893827904359
"12",1,0.00367469655403219,0.294986009585965
"13",1,0.0674674636883779,0.69174302710838
"14",1,0.283364063682084,0.590175199579534
"15",1,0.0385763480990089,0.5615035243536
"16",1,0.0101925873757659,0.535728340885361
"17",1,4.8293649498321e-06,0.356833896184542
"18",1,9.16687896257429e-07,0.743108970429955
"19",1,0.000146038220056099,0.730398268929402
"20",1,0.0757544988281871,0.777396697992828
"21",1,0.0552880870290712,0.67400958239148
"22",1,0.137548358599914,0.579740591735709
"23",1,0.275707922345583,0.751360254557053
"24",1,0.215198084990785,0.737191663512229
"25",1,0.000469565973731156,0.648133026647944
"26",1,0.149415267770825,0.84035827474199
"27",1,1.19667353248865e-06,0.763709940455309
"28",1,0.00221643850790221,0.302416430482515
"29",1,0.614674957367837,0.835870601601819
"30",1,0.360150970665098,0.650165608991267
"31",1,0.00155999629277825,0.465268084304622
"32",1,0.270921956048614,0.628966575803978
"33",1,0.000981982553777794,0.313740985992376
"34",1,0.00603341938942881,0.700719958949341
"35",1,0.203341053621103,0.673786888502079
"36",1,0.511688602134833,0.777822943399494
"37",1,0.0942132195357601,0.478128859464364
"38",1,0.0143391627714937,0.604332948143507
"39",1,0.000165360342844645,0.596316763804971
"40",1,0.0608943880288982,0.704383779129943
"41",1,0.0383303539327307,0.55391415527706
"42",1,0.0259934758280592,0.607760052596212
"43",1,0.462583944420765,0.448473959843834
"44",1,0.163568342395864,0.5846841413195
"45",1,7.06367098970428e-05,0.751984617164948
"46",1,1.09913447760013e-05,0.804927477696054
"47",1,8.36123525533861e-05,0.624371764554245
"48",1,0.00204670925523631,0.665720237259505
"49",1,0.00160067226414096,0.582879178647054
"50",1,0.0478972333611311,0.284585876079739
"51",1,0.0399642836210349,0.788344995455117
"52",1,0.162155627046336,0.453780169456191
"53",1,0.905260098283474,0.596881396036286
"54",1,0.304921355273277,0.612324720516001
"55",1,0.0975028156550799,0.718383207219047
"56",1,0.14277218672333,0.365503258508506
"57",1,0.576906526487772,0.670726200445948
"58",1,0.589275910587124,0.722813537970765
"59",1,0.730887495318442,0.837158466339462
"60",1,3.46773673868261e-05,0.447726244837345
