"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0212733333333333,0.74132,0
"2.5%",0.0184083333333333,0.721125,0
"50%",0.021,0.7415,0
"97.5%",0.0245916666666667,0.75955,0
