"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.00761333333333333,0.95192,0
"2.5%",0.00548333333333333,0.943675,0
"50%",0.00766666666666667,0.9505,0
"97.5%",0.00959166666666667,0.96,0
