"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.047690625,0.851334375,0
"2.5%",0.04556875,0.84661875,0
"50%",0.0476458333333333,0.8505,0
"97.5%",0.0505197916666667,0.85748125,0
