"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0100733333333333,0.952,0
"2.5%",0.00774166666666667,0.944225,0
"50%",0.0103333333333333,0.951,0
"97.5%",0.0116666666666667,0.961775,0
