"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0307933333333333,0.46536,0
"2.5%",0.0258916666666667,0.447,0
"50%",0.0306666666666667,0.4675,0
"97.5%",0.03485,0.482325,0
